EVTM,NAME,QUALIFIER,LOCATION,ITEMID_,SORT
EXJ,S1002,,"Cable assembly harness, near T/O to C1021 battery",,
EXJ,S2000,,"Main harness, near T/O to C243 central junction box",,
EXJ,S2001,,"Main harness, near T/O to C243 central junction box",,
EXJ,S2002,,"Main harness, near T/O to C243 central junction box",,
EXJ,S2003,,"Main harness, near T/O to C237 instrument cluster",,
EXJ,S2005,,"Main harness, near T/O to C230 4 wheel drive mode switch",,
EXJ,S2006,,"Main harness, near T/O to C243 central junction box",,
EXJ,S2007,,"Main harness, near T/O to C243 central junction box",,
EXJ,S2008,,"Main harness, near T/O to C237 instrument cluster",,
EXJ,S2009,,"Main harness, near T/O to C237 instrument cluster",,
EXJ,S2010,,"Main harness, in T/O to in-line C232M",,
EXJ,S2011,,"Main harness, in T/O to in-line C232M",,
EXJ,S2012,,"Main harness, near T/O to C262 radio",,
EXJ,S2013,,"Main harness, near T/O to C215 passenger air bag",,
EXJ,S2014,,"Main harness, near T/O to C282 blower motor speed controller",,
EXJ,S2015,,"Main harness, near T/O to in-line C203M",,
EXJ,S2016,,"Main harness, in T/O to in-line C203F",,
EXJ,S2017,,"Main harness, near T/O to C262 radio",,
