EVTM,NAME,QUALIFIER,LOCATION,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,COLOR,TERMINAL,ITEMID_,SORT,FREQUENCY
EVK,C219,,"Behind lower center of I/P, on instrument panel cigar lighter lamp",006,F8,,,,,BK,2,,,
EVK,C220,,"Behind lower center of I/P, on ashtray lamp",006,B10,,,,,BK,2,,,
EVK,C221,,"Behind LH side of I/P, on fuse panel",005,E1,,,,,W,1,,,
EVK,C222,,"Behind lower LH side of I/P, on wiper control module",005,F6,,,081,002,,14,,,
EVK,C223,,"Behind top LH side of I/P, on left front speaker",005,A1,,,,,GY,2,,,
EVK,C224,,"Behind top RH side of I/P, on right front speaker",005,A9,,,,,GY,2,,,
EVK,C225,,"Behind lower LH side of I/P, on horn relay",006,A7,,,044,002,BK,5,,,
EVK,C226,,"Behind RH cowl panel,Enable PSOM programming connector",005,D10,,,,,BK,1,,,
EVK,C228,,"In steering wheel, to horn switch and speed control switch assembly",008,F2,,,,,,,,,
EVK,C229,,"Behind LH side of I/P, on steering column, to clockspring assembly",006,F3,,,031,,,4,,,
EVK,C230,,"Behind LH side of I/P, LH side of steering column support",005,F5,,,150,009,,16,,,
EVK,C231,,"Top LH side of steering column, on multi-function switch",005,F5,,,085,002,,7,,,
EVK,C232,,"Behind LH side of I/P, on air bag diagnostic monitor",006,B1,,,046,003,BK,12,,,
EVK,C233,,"Behind LH side of I/P, on air bag diagnostic monitor",006,B1,,,046,003,GY,12,,,
EVK,C236,,"Behind LH side of I/P, on warning chime module",006,D1,,,066,003,W,10,,,
EVK,C237,,"Behind LH side of I/P, on in-line circuit breaker",006,E1,,,,,GY,1,,,
EVK,C238,,Behind RH cowl panel,005,D10,,,150,,,10,,,
EVK,C240,,"Behind lower center of I/P, near instrument panel cigar lighter",006,A10,,,,,GY,3,,,
EVK,C241,,"Behind top center of I/P, on A/C-heater control illumination",005,A6,,,,,BK,2,,,
EVK,C242,,"Behind RH cowl panel, to RH kick panel crash sensor",006,D10,,,,,N,2,,,
EVK,C244,,"In lower rear of LH front door jamb, on left courtesy lamp switch",009,E1,,,,,GY,3,,,
EVK,C245,,"In front of RH front door jamb, on right courtesy lamp switch",006,F9,,,,,N,3,,,
EVK,C246,,"Lower LH side of I/P, on left instrument panel courtesy lamp",006,D1,,,,,BK,1,,,
EVK,C247,,"Lower RH side of I/P, on right instrument panel courtesy lamp",006,C10,,,,,BK,1,,,
EVK,C248,,"Behind LH side of I/P, on in-line fuse",006,C1,,,,,LG,2,,,
