EVTM,NAME,QUALIFIER,LOCATION,ITEMID_,SORT
EXP,S3003,Overspeed warning automatic transmission,"engine compartment, LH-side, center",,
EXP,S3003,with Bosch 5.3 ABS,"engine compartment, LH-side, center",,
EXP,S3003,Fog lamps,"engine compartment, LH-side, center",,
EXP,S3003,Duratec-VE,"engine compartment, LH-side, center",,
EXP,S3003,Overspeed warning manual transmission,"engine compartment, LH-side, center",,
EXP,S3003,without fixed intermittent wipe,"engine compartment, LH-side, center",,
EXP,S3003,ZETEC-VCT,"engine compartment, LH-side, center",,
EXP,S3003,,"engine compartment, LH-side, center",,
EXP,S3005,Duratec-VE,engine,,
EXP,S3005,ZETEC-VCT,engine,,
EXP,S3010,"Data Link Connector, pins 4, 5 and 16","under dash panel, LH-side",,
EXP,S3010,,"under dash panel, LH-side",,
EXP,S3011,,"in roof panel, front",,
EXP,S3053,ZETEC-VCT,"engine bulkhead, RH-side",,
