EVTM,NAME,QUALIFIER,PARTNO,LOCATION,CONN_NAME,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,ITEMID_,FREQUENCY
EXN,Left Fog Lamp,5.0L,15A254,Front left of vehicle,C192,7,F8,,,,,,
EXN,Left Front Crash Sensor,4.0L EI,14B004,Left front of engine compartment,C132,2,F7,,,,,,
EXN,Left Front Crash Sensor,4.0L SOHC,14B004,Left front of engine compartment,C132,6,F7,,,,,,
EXN,Left Front Crash Sensor,5.0L,14B004,Left front of engine compartment,C132,9,F7,,,,,,
EXN,Left Front Door Ajar Switch,,NA,Rear of left front door,C512,18,D1,,,,,,
EXN,Left Front Door Disarm Switch,,22050,Mounted near left door lock cylinder,C510,18,B1,,,,,,
EXN,Left Front Door Lock Motor,,14017,In left front door,C502,18,D1,,,,,,
EXN,Left Front Heated Seat Module,,NA,Under left seat,C370,,,,,119,3,,
EXN,Left Front Heated Seat Switch,,NA,Left side of left seat,C371,15,E10,,,119,3,,
EXN,Left Front Park/Turn Lamp,4.0L EI,13035,Left front corner of vehicle,C138,1,E10,,,,,,
EXN,Left Front Park/Turn Lamp,4.0L SOHC,13035,Left front corner of vehicle,C144,4,E10,,,,,,
EXN,Left Front Park/Turn Lamp,5.0L,13035,Left front corner of vehicle,C144,7,E10,,,,,,
EXN,Left Front Power Door Lock Switch,,NA,On left front door trim panel,C514,18,A3,,,110,7,,
EXN,Left Front Power Seat Control Switch,With Memory Seats,14A701,At left side of driver seat,C349,15,E10,,,120,4,,
EXN,Left Front Power Seat Control Switch,Without Memory Seats,14A701,At left side of driver seat,C349,14,D10,,,120,4,,
EXN,Left Front Power Window Motor,,14631,In left front door,C504,18,F2,,,,,,
EXN,Left Front Power Window Switch,2 Door,NA,On left front door trim panel,C515,18,A2,,,100,6,,
EXN,Left Front Running Board Lamp,,NA,Under left front door on running board,C391,19,D1,,,,,,
EXN,Left Front Seat Heater,,NA,Under left front seat,C372,,,,,,,,
EXN,Left Front Seat Heater/Temperature Sensor,,NA,Under left front seat,C373,,,,,,,,
EXN,Left Front Seat Motor Assembly,Without Memory Seats,NA,Underneath left front seats,C353,14,F7,,,120,3,,
EXN,Left Front Seat Motor Assembly,With Memory Seats,NA,Underneath left front seats,C353,15,D10,,,120,3,,
EXN,Left Front Side Lamp,4.0L EI,15A425,Left front corner of vehicle,C137,3,E10,,,,,,
EXN,Left Front Side Lamp,4.0L SOHC,15A425,Left front corner of vehicle,C137,6,E10,,,,,,
EXN,Left Front Side Lamp,5.0L,15A425,Left front corner of vehicle,C137,9,F10,,,,,,
EXN,Left Front Speaker,,18808,"Left side of vehicle, in front door",C500,18,F3,,,,,,
EXN,Left Front Wheel 4WABS Sensor,4.0L EI,2C204,At left front wheel,C188,2,F8,,,,,,
EXN,Left Front Wheel 4WABS Sensor,4.0L SOHC,2C204,At left front wheel,C188,6,F9,,,,,,
EXN,Left Front Wheel 4WABS Sensor,5.0L,2C204,At left front wheel,C188,9,F8,,,,,,
EXN,Left Headlamp,4.0L EI,13006,Left front corner of vehicle,C136,1,F9,,,,,,
