EVTM,NAME,QUALIFIER,LOCATION,ITEMID_,SORT
EXm,S317,,"Fuel tank harness, near T/O to C352",,
EXm,S318,,"Fuel tank harness, near T/O to C352",,
EXm,S319,,"Fuel tank sender extension harness, near T/O to C350",,
EXm,S320,,"Fuel tank sender extension harness, near T/O to C350",,
EXm,S400,,"Window regulator relay switch harness, near T/O to C345",,
EXm,S4000,,"VCL/Sensor Harness, near T/O to C4008F",,
EXm,S4001,,"VCL/Sensor Harness, near T/O to C4203F",,
EXm,S4002,,"VCL/Sensor Harness, near T/O to C4229F",,
EXm,S4003,,"VCL/Sensor Harness, near T/O to C4200F",,
EXm,S4004,,"VCL/Sensor Harness, near T/O to C4200F",,
EXm,S4005,,"Fuel Tank Harness, near T/O to C4303F",,
EXm,S4006,,"Fuel Tank Harness, near T/O to C4030M",,
EXm,S4007,,"Compuvalve Harness, near T/O to C4030F",,
EXm,S4008,,"Compuvalve Harness, near T/O to C4030F",,
EXm,S4009,,"Compuvalve Harness, near T/O to C4030F",,
EXm,S401,,"Auxiliary blower motor harness, in T/O to C402",,
EXm,S4010,,"Compuvalve Harness, near T/O to C4030F",,
EXm,S4011,,"Dual Tank Harness, near T/O to C4303M",,
EXm,S4012,,"Dual Tank Harness, near T/O to front tank valve",,
EXm,S4013,,"Shut-off Harness, near T/O to C4003M",,
EXm,S4014,,"Shut-off Harness, near T/O to C4003M",,
EXm,S4015,,"Cold Start Harness, near T/O to cold start heater relay",,
EXm,S4016,,"Cold Start Harness, near T/O to C4031M",,
EXm,S4017,,"Compuvalve Harness, near T/O to C4037M",,
EXm,S4018,,"VCL/Sensor Harness, near T/O to C4201F",,
EXm,S4019,,"VCL/Sensor Harness, near T/O to C4201F",,
EXm,S402,,"Rear harness, near T/O to C412",,
EXm,S4020,,"VCL/Sensor Harness, near T/O to C4201F",,
EXm,S4021,,"VCL/Sensor Harness, near T/O to C4202F",,
EXm,S4022,,"VCL/Sensor Harness, near T/O to C4200F",,
EXm,S403,,"Rear harness, near T/O to C411",,
EXm,S404,,"Rear harness, near T/O to C411",,
EXm,S405,,"Rear harness, near T/O to C411",,
EXm,S406,,"Rear harness, near T/O to C407",,
EXm,S500,,Left front door near T/O to window motor,,
EXm,S501,,Left front door harness in T/O to C500,,
EXm,S502,,"Left front door harness, in T/O to C501",,
EXm,S503,,"Left front door harness, near T/O to C501",,
EXm,S504,,Left front door near T/O to C507,,
EXm,S505,,Left front door near T/O to C505,,
EXm,S600,,Right front door harness near T/O to C601,,
EXm,S613,,"Major wiring harness, near T/O to C144",,
EXm,S911,,"Interior harness, in T/O to C300",,
EXm,S912,,"Interior harness, in T/O to C300",,
EXm,S913,,"Interior harness, in T/O to C904",,
EXm,S914,,"Interior harness, in T/O to C300",,
