EVTM,NAME,QUALIFIER,PARTNO,LOCATION,CONN_NAME,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,ITEMID_,FREQUENCY
EXm,Fuse Link C,,NA,At starter motor relay,,,,,,,,,
EXm,Fuse Link D,,NA,At starter motor relay,,,,,,,,,
EXm,Fuse Link E,,NA,At starter motor relay,,,,,,,,,
EXm,Fuse Link F,,NA,At starter motor relay,,,,,,,,,
EXm,Fuse Link G,,NA,At starter motor relay,,,,,,,,,
EXm,Fuse Link H,,NA,On engine near battery,,,,,,,,,
EXm,Generator,,NA,Top RH side of engine,C198,22,A7,,,,,,
EXm,Generator,,NA,Top RH side of engine,C199,22,A7,,,,,,
EXm,Generator (Primary),,NA,Top RH side of engine,C1020,23,A4,,,,,,
EXm,Generator (Secondary),,NA,"RH side of engine, below (primary) generator",C1198,23,F3,,,,,,
EXm,Glow Plug #1,with electric fuel pump,NA,Near front of RH side of right valve cover,,1,C1,,,,,,
EXm,Glow Plug #2,with electric fuel pump,NA,Near front of LH side of left valve cover,,1,C10,,,,,,
EXm,Glow Plug #3,with electric fuel pump,NA,Near front of RH side of right valve cover,,1,C1,,,,,,
EXm,Glow Plug #4,with electric fuel pump,NA,Near front of LH side of left valve cover,,1,C10,,,,,,
EXm,Glow Plug #5,with electric fuel pump,NA,Near rear of RH side of right valve cover,,1,C1,,,,,,
EXm,Glow Plug #6,with electric fuel pump,NA,Near rear of LH side of left valve cover,,1,C10,,,,,,
EXm,Glow Plug #7,with electric fuel pump,NA,Near rear of RH side of right valve cover,,1,C1,,,,,,
EXm,Glow Plug #8,with electric fuel pump,NA,Near rear of LH side of left valve cover,,1,C10,,,,,,
EXm,Glow Plug Relay,,12B533,Top RH side of engine,,1,B1,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #11,4.2L,9F472,Lower right rear of engine,C127,3,F6,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #11,4.6L,9F472,Lower right rear of engine,C127,5,F7,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #11,5.4L,9F472,Lower right rear of engine,C127,7,F7,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #11,6.8L,9F472,Right rear of engine,C127,9,F4,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #12,4.2L,9F472,"Beneath center of vehicle, on right side of transmission",C106,20,D10,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #12,4.6L,9F472,"Beneath center of vehicle, on right side of transmission",C106,20,D10,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #21,4.2L,NA,Left rear of engine,C128,3,D1,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #21,4.6L,NA,Lower left rear of engine,C128,5,B1,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #21,5.4L,NA,Lower left rear of engine,C128,7,E1,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #21,6.8L,NA,Left rear of engine,C128,9,D1,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #22,4.2L,9F472,"Beneath center of vehicle, near left rear of transmission",C107,20,F7,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #22,4.6L,9F472,"Beneath center of vehicle, near left rear of transmission",C107,20,F7,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #22,5.4L,9F472,Beneath center of vehicle,C105,20,F7,,,,,,
EXm,Heated Oxygen Sensor (HO2S) #22,6.8L,9F472,Beneath center of vehicle,C105,20,F7,,,,,,
EXm,High Flow Injector Assembly,,NA,Left rear of engine compartment,C4013,,,,,,,,
EXm,High Mounted Stoplamp,,13A613,Top rear of vehicle,C411,16,B1,,,,,,
EXm,High Pitch Horn,,13801,"Lower right front of engine compartment, behind grille",C192,10,F4,,,,,,
EXm,Horn Relay,,14B192,"Left front of engine compartment, in battery junction box",,10,E9,44,2,44,2,,
EXm,Horn Switch,,NA,Center of steering wheel,,,,,,,,,
EXm,Idle Air Control (IAC) Valve,4.2L,12B526,"RH side of engine, near ignition coil",C129,3,A5,,,,,,
EXm,Idle Air Control (IAC) Valve,4.6L,12B526,"Rear of engine, near intake",C129,5,A4,,,,,,
