EVTM,NAME,QUALIFIER,LOCATION,ITEMID_,SORT
EXB,S431,Convertible,"Body main harness, near T/O to C408",,
EXB,S431,Coupe,"Radio amplifier harness, near T/O to C441",,
EXB,S432,Convertible,"Body main harness, near T/O to C408",,
EXB,S432,Coupe,"Radio amplifier harness, near T/O to C408",,
EXB,S433,Convertible,"Body main harness, near T/O to C409",,
EXB,S433,Coupe,"Radio amplifier harness, near T/O to C441",,
EXB,S434,Convertible,"Body main harness, near T/O to C325",,
EXB,S434,Coupe,"Radio amplifier harness, near T/O to C441",,
EXB,S436,Convertible,"Body main harness, near T/O to C408",,
EXB,S436,Coupe,"Radio amplifier harness, near T/O to C325",,
EXB,S437,Convertible,"Body main harness, near T/O to C408",,
EXB,S437,Coupe,"Radio amplifier harness, near T/O to C325",,
EXB,S439,Convertible,"Body main harness, near T/O to C408",,
EXB,S440,,"Luggage compartment lamp harness, near T/O to C410",,
EXB,S450,,"Body main harness, near T/O to C419",,
EXB,S451,,"Body main harness, in T/O to C451",,
EXB,S460,,"Left rear lamp harness, near T/O to grommet",,
EXB,S461,,"Right rear lamp harness, near T/O to grommet",,
EXB,S502,,"LH door/window regulator harness, near T/O to C509",,
EXB,S503,,"LH door/window regulator harness, near T/O to C503",,
EXB,S504,,"LH door/window regulator harness, near T/O to C503",,
EXB,S505,,"Window regulator harness, near T/O to C504",,
EXB,S506,,"LH door/window regulator harness, near T/O to C511",,
EXB,S507,Convertible,"LH door/window regulator harness, near T/O to C504",,
EXB,S507,Coupe,"LH door/window regulator harness, near T/O to C510",,
EXB,S510,,"LH door/window regulator harness, near T/O to C501",,
EXB,S515,,"LH door/window regulator harness, near T/O to C510",,
EXB,S901,Convertible,"Interior lamp feed harness, near T/O to C904",,
EXB,S901,Coupe,"Interior lamp harness, near T/O to C900",,
EXB,S902,Convertible,"Interior lamp feed harness, near T/O to C908",,
EXB,S902,Coupe,"Interior lamp harness, near T/O to C900",,
